year,pft7_hydraulic,pft7_cstarvation,pft7_fire,pft9_hydraulic,pft9_cstarvation,pft9_fire,pft10_hydraulic,pft10_cstarvation,pft10_fire
1903.5,0,23.200331,0,0,10.30557,0,0,0.0033265755,0
1903.5833,0,19.180787,0,0,8.6744524,0,0,0.0025097825,0
1903.6667,0,17.796911,0,0,7.6011178,0,0,0.0019805105,0
1903.75,0,19.894655,0,0,6.4504727,0,0,0.0012842009,0
1903.8333,2.3971821,25.568177,0,11.132707,5.8436225,0,1.1569027,0.0010139498,0
1903.9167,59.755368,29.363388,0,277.66309,5.577625,0,27.845928,0.00095681405,0
1904,70.246215,24.583373,0,325.1689,4.9214495,0,30.234873,0.00071193706,0
1904.0833,69.050261,26.235889,0,319.24888,4.6479183,0,27.452592,0.0006455184,0
1904.1667,67.951592,29.486803,0,313.45084,4.3910414,0,24.941117,0.00058551068,0
1904.25,66.991241,35.620873,0,307.57661,4.1413621,0,22.593238,0.00052937609,0
1904.3333,44.795241,41.402487,0,205.08876,3.9130323,0,14.0929,0.000480875,0
1904.4167,0,25.17301,0,0,12.28834,0,0,0.0035602806,0
