year,sminp_gPm2,labilep_gPm2,secondp_gPm2,occlp_gPm2,primp_gPm2,litr1p_gPm2,litr2p_gPm2,litr3p_gPm2,vegp_gPm2,storep_gPm2,totsomp_gPm2,p_uptake_gPm2yr,p_efflux_gPm2yr,sminp_leached_gPm2yr,total_inorganic_gPm2,total_ecosystem_gPm2
1909.9167,122.61936,0.18463601,122.27619,0.61293703,0.031510707,212.52637,458.66229,225.98955,0.84757578,0.34413576,123.81068,0.37628734,0.49689421,1.3186835e-09,245.72464,1267.9052
1910,122.59258,0.18473539,122.24923,0.6130634,0.031510934,212.49422,458.58972,225.95448,0.81526804,0.33037376,123.80414,0.37526104,0.33260271,1.4110296e-09,245.67113,1267.6593
1910.0833,122.56717,0.18486871,122.22357,0.61318356,0.03151115,212.4626,458.51846,225.92004,0.75522125,0.31336853,123.79794,0.37270299,0.32711652,1.4764532e-09,245.62032,1267.388
1910.1667,122.54182,0.18502751,122.19792,0.61330378,0.031511363,212.42891,458.44284,225.88347,0.68985015,0.29916394,123.79176,0.37056455,0.31404129,1.5269029e-09,245.56958,1267.1056
1910.25,122.51571,0.18524648,122.17141,0.613428,0.031511586,212.39464,458.36737,225.84697,0.58830559,0.24894048,123.78541,0.41767585,0.30331138,1.5510696e-09,245.51732,1266.749
1910.3333,122.48979,0.18556575,122.14491,0.61355215,0.031511806,212.33585,458.28015,225.80507,0.5118627,0.22454628,123.77915,0.63219756,0.47729504,1.5594182e-09,245.46532,1266.4019
1910.4167,122.46354,0.18569735,122.11841,0.61367637,0.031512026,212.2915,458.2431,225.78821,0.48627055,0.22648597,123.77279,0.66628492,0.51321441,1.5311914e-09,245.41283,1266.2211
1910.5,122.43732,0.18584703,122.09191,0.61380047,0.031512249,212.57986,458.91757,226.12413,0.47647113,0.21296073,123.76665,1.0233384,0.69588864,9.1683977e-10,245.3604,1267.438
1910.5833,122.40976,0.18549639,122.06499,0.61392665,0.031512473,212.80067,459.5325,226.43234,0.48014101,0.20485552,123.76031,1.3205253,0.95736587,7.3462542e-10,245.30568,1268.5165
1910.6667,122.38268,0.18517458,122.03851,0.61405069,0.031512693,213.125,460.36353,226.84746,0.49340573,0.22246629,123.75391,1.3349797,1.0459013,6.3226879e-10,245.25192,1270.0577
1910.75,122.35624,0.18518864,122.01204,0.61417478,0.031512912,213.27357,460.79681,227.06503,0.49043104,0.27397546,123.7472,0.96862173,0.83114177,8.7234725e-10,245.19916,1270.8461
1910.8333,122.33063,0.18565287,121.98557,0.61429882,0.031513132,213.18915,460.67761,227.00786,0.49395695,0.28612038,123.74058,0.6914959,0.61597848,1.2342377e-09,245.14766,1270.543
1910.9167,122.30478,0.18598342,121.95911,0.6144228,0.031513352,213.1131,460.56424,226.95337,0.49145606,0.28892496,123.73415,0.6847685,0.77511752,1.4390432e-09,245.09579,1270.2411
1911,122.27847,0.18629453,121.93222,0.6145488,0.031513575,213.03525,460.44327,226.8951,0.46827513,0.27561072,123.72762,0.64874125,0.65319622,1.5322449e-09,245.04303,1269.8881
1911.0833,122.25333,0.18653725,121.90664,0.61466873,0.031513788,212.96321,460.32858,226.8398,0.44768605,0.26650739,123.72144,0.64446402,0.66926157,1.5493148e-09,244.99269,1269.5599
1911.1667,122.22831,0.18683463,121.88107,0.61478859,0.031514,212.89333,460.21747,226.78627,0.41238579,0.25649342,123.71527,0.64253896,0.66326886,1.5553203e-09,244.9425,1269.2237
1911.25,122.20251,0.18717922,121.85464,0.61491245,0.031514216,212.8223,460.10413,226.73174,0.38972121,0.21361759,123.7089,0.64020532,0.61758673,1.5661316e-09,244.89075,1268.8611
1911.3333,122.17663,0.18747064,121.82821,0.61503637,0.031514436,212.75398,459.99609,226.67978,0.37501365,0.1997582,123.70255,0.6563732,0.62335265,1.5701672e-09,244.83885,1268.546
1911.4167,122.15059,0.18767238,121.8018,0.61516017,0.031514656,212.7023,459.92523,226.64632,0.3628754,0.20039725,123.6962,0.69391686,0.64066023,1.5307309e-09,244.78673,1268.32
1911.5,122.12453,0.18786547,121.77538,0.61528403,0.031514872,213.05151,460.70245,227.0334,0.3697179,0.1834819,123.69013,1.1732666,0.91527194,8.6584934e-10,244.73457,1269.7653
1911.5833,122.09603,0.18696162,121.74854,0.61540985,0.031515095,213.52783,461.7916,227.57619,0.39385277,0.18107332,123.68379,1.4766738,1.1711738,6.759337e-10,244.67845,1271.8328
1911.6667,122.06818,0.18617626,121.72214,0.61553359,0.031515311,213.92148,462.69635,228.02776,0.41187823,0.20232585,123.67733,1.4246616,1.2165891,5.859957e-10,244.62354,1273.5606
1911.75,122.04141,0.185977,121.69574,0.61565733,0.031515531,214.12508,463.18417,228.27271,0.41228658,0.24019547,123.6708,1.2971144,1.1713266,5.8619615e-10,244.5703,1274.4755
1911.8333,122.01497,0.18595204,121.66934,0.61578107,0.031515747,214.08961,463.1582,228.26294,0.42127904,0.24928333,123.66417,1.0613188,0.99141431,7.7440243e-10,244.51756,1274.3631
1911.9167,121.98978,0.18660155,121.64296,0.61590475,0.031515963,213.98474,462.95792,228.16551,0.41854009,0.25025776,123.65742,0.56617016,0.57717294,1.4444981e-09,244.46675,1273.9012
1912,121.96422,0.18727487,121.61614,0.6160304,0.031516183,213.89105,462.77206,228.0748,0.40405604,0.24236077,123.65094,0.5793981,0.51404613,1.6441567e-09,244.41518,1273.4504
1912.0833,121.93937,0.18763016,121.59064,0.61614996,0.031516396,213.80801,462.60782,227.99481,0.39568728,0.23981325,123.6448,0.58414745,0.53169036,1.6543409e-09,244.3653,1273.0562
1912.1667,121.91424,0.18782952,121.56514,0.61626953,0.031516604,213.72818,462.45032,227.91811,0.38603491,0.23470363,123.63867,0.59395868,0.58259809,1.6626452e-09,244.31499,1272.6709
